NAME          Proxy
ROWS
 N  COST
 E  R00000
 E  R00001
 E  R00002
 E  R00003
 E  R00004
 E  R00005
 E  R00006
 E  R00007
 E  R00008
 E  R00009
 E  R00010
 E  R00011
 E  R00012
 E  R00013
 E  R00014
 E  R00015
 E  R00016
 E  R00017
 E  R00018
 E  R00019
 E  R00020
 E  R00021
 E  R00022
 E  R00023
 E  R00024
 E  R00025
 E  R00026
 E  R00027
 E  R00028
 E  R00029
 E  R00030
 E  R00031
 E  R00032
 E  R00033
 E  R00034
 E  R00035
 E  R00036
 E  R00037
 E  R00038
 E  R00039
 E  R00040
 E  R00041
 E  R00042
 E  R00043
 E  R00044
 E  R00045
 E  R00046
 E  R00047
 E  R00048
 E  R00049
 E  R00050
 E  R00051
 E  R00052
 E  R00053
 E  R00054
 E  R00055
 E  R00056
 E  R00057
 E  R00058
 E  R00059
 E  R00060
 E  R00061
 E  R00062
COLUMNS
    X00026  R00024    1.
 LO    BND1      Z00480                 0.
 LO    BND1      Z00481                 0.
 LO    BND1      Z00482                 0.
 LO    BND1      Z00483                 0.
 LO    BND1      Z00484                 0.
 LO    BND1      Z00485                 0.
 LO    BND1      Z00486                 0.
 LO    BND1      Z00487                 0.
 LO    BND1      Z00488                 0.
 LO    BND1      Z00489                 0.
 LO    BND1      Z00490                 0.
 LO    BND1      Z00491                 0.
 LO    BND1      Z00492                 0.
 LO    BND1      Z00493                 0.
 LO    BND1      Z00494                 0.
 LO    BND1      Z00495                 0.
 LO    BND1      Z00496                 0.
 LO    BND1      Z00497                 0.
 LO    BND1      Z00498                 0.
 LO    BND1      Z00499                 0.
 LO    BND1      Z00500                 0.
 LO    BND1      Z00501                 0.
 LO    BND1      Z00502                 0.
 LO    BND1      Z00503                 0.
 LO    BND1      Z00504                 0.
 LO    BND1      Z00505                 0.
 LO    BND1      Z00506                 0.
 LO    BND1      Z00507                 0.
 LO    BND1      Z00508                 0.
 LO    BND1      Z00509                 0.
 LO    BND1      Z00510                 0.
 LO    BND1      Z00511                 0.
 LO    BND1      Z00512                 0.
 LO    BND1      Z00513                 0.
 LO    BND1      Z00514                 0.
 LO    BND1      Z00515                 0.
 LO    BND1      Z00516                 0.
 LO    BND1      Z00517                 0.
 LO    BND1      Z00518                 0.
ENDATA
